"message_id","user_id","user_is_bot","user_first_name","chat_id","chat_type","text","date","context_date"
"2","1448352330","false","Micael","-1001900844034","supergroup","oi","1702296688","2023-12-11"
"2","1448352330","false","Micael","-1001900844034","supergroup","oi","1702296688","2023-12-11"
"2","1448352330","false","Micael","-1001900844034","supergroup","oi","1702296688","2023-12-11"
"7","1448352330","false","Micael","-1001900844034","supergroup","Analítica pelo Aws","1702299990","2023-12-11"
"3","1448352330","false","Micael","-1001900844034","supergroup","Oi pessoal","1702299926","2023-12-11"
"4","1448352330","false","Micael","-1001900844034","supergroup","Vamos testar a integração","1702299937","2023-12-11"
"5","1448352330","false","Micael","-1001900844034","supergroup","Entre a api de bots do telegrama","1702299958","2023-12-11"
"6","1448352330","false","Micael","-1001900844034","supergroup","E a etapa de ingestão","1702299976","2023-12-11"
